City,Lat,Lng,Max Temp(F),Humidity,Cloudiness,Wind Speed,Country,Date
Longyearbyen,78.2186,15.6401,19.4,79,75,10.36,SJ,1612648763
Zacualpan,21.25,-105.1667,82.4,57,20,9.22,MX,1612648763
Khani,41.9563,42.9566,46.4,93,90,8.05,GE,1612648764
Burnie,-41.0667,145.9167,61.0,85,32,5.01,AU,1612648696
Diego de Almagro,-26.3667,-70.05,76.64,22,0,9.64,CL,1612648764
Cape Town,-33.9258,18.4232,73.0,78,20,11.5,ZA,1612648637
Cherskiy,68.75,161.3,-8.3,80,0,5.39,RU,1612648764
Albany,42.6001,-73.9662,35.6,30,20,14.97,US,1612648765
Duki,30.1541,68.5728,48.02,44,0,0.87,PK,1612648765
Atar,20.5169,-13.0499,61.5,32,1,12.12,MR,1612648765
Lingyuan,41.24,119.4011,11.23,91,17,4.68,CN,1612648765
Atuona,-9.8,-139.0333,80.35,77,100,20.36,PF,1612648765
Obihiro,42.9172,143.2044,17.65,93,100,2.39,JP,1612648765
Katsuura,35.1333,140.3,44.6,61,0,6.91,JP,1612648115
Praia da Vitória,38.7333,-27.0667,60.8,82,40,12.8,PT,1612648766
Buchanan,5.8808,-10.0467,77.0,94,40,6.13,LR,1612648766
Goderich,43.7501,-81.7165,21.2,63,100,17.27,CA,1612648767
Lebu,-37.6167,-73.65,61.38,84,61,4.74,CL,1612648767
Cidreira,-30.1811,-50.2056,72.66,74,14,5.91,BR,1612648767
Dikson,73.5069,80.5464,-28.73,86,89,10.25,RU,1612648767
Stornoway,58.2093,-6.3865,37.4,70,40,20.71,GB,1612648767
Hobart,-42.8794,147.3294,63.0,59,75,10.36,AU,1612648768
Wairoa,-39.0333,177.3667,66.0,67,100,1.99,NZ,1612648768
Kirakira,-10.4544,161.9205,79.12,85,100,8.03,SB,1612648768
Campoverde,-8.4753,-74.8058,87.8,62,40,3.44,PE,1612648555
Lorengau,-2.0226,147.2712,82.92,74,97,2.59,PG,1612648349
Caravelas,-17.7125,-39.2481,77.4,89,100,8.95,BR,1612648769
Vallenar,-28.5708,-70.7581,79.84,36,7,8.43,CL,1612648769
Aykhal,66.0,111.5,-32.78,81,4,6.96,RU,1612648769
Tarko-Sale,64.9225,77.785,-5.84,91,100,13.76,RU,1612648769
Chui,-33.6971,-53.4616,73.65,69,0,8.19,UY,1612648769
Saint Paul Harbor,57.79,-152.4072,37.4,60,1,10.36,US,1612648607
Ilulissat,69.2167,-51.1,21.2,42,11,21.85,GL,1612648770
Vicuña,-30.0319,-70.7081,81.0,31,0,3.0,CL,1612648770
Kovvūr,17.0167,81.7333,63.01,85,0,3.89,IN,1612648770
Thompson,55.7435,-97.8558,-25.6,62,75,11.5,CA,1612648770
Nyurba,63.2842,118.3319,-33.3,84,1,1.74,RU,1612648771
Coahuayana Viejo,18.7333,-103.6833,80.6,50,1,6.96,MX,1612648771
Tomaszów Lubelski,50.4477,23.4162,21.0,79,100,5.01,PL,1612648771
Nouadhibou,20.931,-17.0347,64.4,63,0,17.27,MR,1612648337
Seymchan,62.8833,152.4333,-21.41,84,98,0.69,RU,1612648327
Punta Arenas,-53.15,-70.9167,59.0,44,20,21.85,CL,1612648565
Abhā,18.2164,42.5053,50.0,87,0,3.44,SA,1612648772
Kharitonovo,61.4009,47.4978,-8.28,87,100,10.18,RU,1612648772
Nome,64.5011,-165.4064,15.8,86,90,5.75,US,1612648772
Bayir,37.2687,28.2167,46.4,100,0,3.44,TR,1612648773
Noshiro,40.2039,140.0242,36.32,81,98,4.61,JP,1612648773
Sola,-13.8833,167.55,82.4,94,40,5.39,VU,1612648773
Kavaratti,10.5669,72.642,81.16,60,3,8.77,IN,1612648774
Libreville,0.3925,9.4537,84.2,79,20,6.91,GA,1612648774
Shimoda,34.6667,138.95,49.39,59,0,11.34,JP,1612648774
Qandala,11.472,49.8728,74.53,78,14,2.28,SO,1612648774
Kapaa,22.0752,-159.319,73.99,49,1,4.61,US,1612648775
Herat Province,34.5,62.0,45.37,58,0,6.04,AF,1612648775
Khatanga,71.9667,102.5,-36.06,78,0,7.54,RU,1612648775
Upernavik,72.7868,-56.1549,20.08,78,97,3.89,GL,1612648775
Tuatapere,-46.1333,167.6833,67.35,56,0,1.86,NZ,1612648775
Çermik,38.1361,39.4493,33.8,86,0,3.44,TR,1612648775
Avarua,-21.2078,-159.775,84.2,74,60,11.5,CK,1612648776
Kozhva,65.1073,57.0459,-30.03,84,100,11.32,RU,1612648776
Dolores,-36.3132,-57.6792,75.04,56,0,14.56,AR,1612648776
Aden,12.7794,45.0367,74.3,67,1,5.99,YE,1612648642
Saint George,37.1041,-113.5841,62.01,24,1,3.47,US,1612648704
Castro,-24.7911,-50.0119,66.02,63,0,3.6,BR,1612648683
Jalu,29.0331,21.5482,60.69,38,0,9.08,LY,1612648362
Aransas Pass,27.9095,-97.15,73.4,60,1,12.66,US,1612648777
América Dourada,-11.4553,-41.4361,78.67,53,68,4.43,BR,1612648777
Petropavlovsk-Kamchatskiy,53.0452,158.6483,26.6,59,40,24.61,RU,1612648745
Palmer,42.1584,-72.3287,41.0,33,20,23.02,US,1612648778
Coquimbo,-29.9533,-71.3436,66.2,63,0,13.8,CL,1612648778
Ouadda,8.0777,22.4007,67.35,25,15,7.38,CF,1612648778
Qaanaaq,77.484,-69.3632,10.65,87,99,7.63,GL,1612648778
Saint-Pierre,-21.3393,55.4781,78.8,78,0,5.75,RE,1612648779
Ulaanbaatar,47.9077,106.8832,-20.2,69,0,2.24,MN,1612648520
Ponta do Sol,32.6667,-17.1,54.0,69,15,3.0,PT,1612648779
Takoradze,4.8845,-1.7554,80.01,88,0,9.1,GH,1612648340
Kovūr,14.4833,79.9833,65.55,84,10,2.84,IN,1612648779
Northam,51.0333,-4.2167,39.0,92,37,7.0,GB,1612648342
Hilo,19.7297,-155.09,78.8,50,1,5.75,US,1612648780
Haines Junction,60.7522,-137.5108,-9.4,54,92,0.51,CA,1612648349
Hithadhoo,-0.6,73.0833,81.55,75,9,11.21,MV,1612648780
Acaponeta,22.4964,-105.3594,84.85,32,27,7.96,MX,1612648780
Tautira,-17.7333,-149.15,84.2,54,20,11.5,PF,1612648358
Pevek,69.7008,170.3133,-5.22,88,47,5.32,RU,1612648781
Saint Anthony,45.0205,-93.218,-0.4,55,75,17.27,US,1612648781
Alofi,-19.0595,-169.9187,84.2,79,75,12.66,NU,1612648781
Shingū,33.7333,135.9833,43.56,79,0,6.98,JP,1612648151
Aklavik,68.2191,-135.0107,-22.0,69,90,2.3,CA,1612648313
Half Moon Bay,37.4636,-122.4286,69.01,72,1,6.91,US,1612648782
New Norfolk,-42.7826,147.0587,63.0,64,65,1.99,AU,1612648782
Waitara,-38.925,174.25,64.99,69,69,4.0,NZ,1612648782
Lichuan,30.3,108.85,43.88,94,100,0.74,CN,1612648782
Qaqortoq,60.7167,-46.0333,17.83,81,1,5.17,GL,1612648783
Saint-Philippe,-21.3585,55.7679,78.8,78,0,5.75,RE,1612648783
George Town,5.4112,100.3354,78.8,83,20,2.3,MY,1612648581
Kamenka,51.3223,42.7678,10.0,82,99,11.97,RU,1612648347
Batticaloa,7.7102,81.6924,76.93,87,25,9.08,LK,1612648783
Adra,36.7496,-3.0206,55.99,76,0,14.97,ES,1612648673
Hinton,53.4001,-117.5857,-0.4,60,100,13.8,CA,1612648783
Broome,42.2506,-75.833,30.2,29,1,17.27,US,1612648364
Tessalit,20.1986,1.0114,73.44,18,86,12.39,ML,1612648784
Esperance,-33.8667,121.9,59.0,94,90,10.36,AU,1612648784
Port Elizabeth,-33.918,25.5701,68.0,88,40,13.8,ZA,1612648784
Puerto Madero,14.7208,-92.4215,87.8,51,1,10.36,MX,1612648784
Cavalcante,-13.7975,-47.4583,67.86,94,100,4.59,BR,1612648785
Husavik,66.0449,-17.3389,32.0,69,90,2.3,IS,1612648785
Waipawa,-41.4122,175.5153,66.99,63,96,4.61,NZ,1612648134
Kenai,60.5544,-151.2583,16.0,85,90,10.36,US,1612648785
Solnechnyy,50.7214,136.6319,-4.52,89,100,3.18,RU,1612648785
Atherton,53.5237,-2.4935,39.0,80,100,4.0,GB,1612648786
Povenets,62.8487,34.8262,17.69,96,100,10.69,RU,1612648786
Barrow,71.2906,-156.7887,-2.2,71,90,9.22,US,1612648786
San Patricio,28.017,-97.5169,73.4,56,1,11.5,US,1612648786
Manicoré,-5.8092,-61.3003,74.97,96,98,1.54,BR,1612648786
Iqaluit,63.7506,-68.5145,24.8,86,90,13.8,CA,1612648680
Tignère,7.3667,12.65,67.08,25,0,2.42,CM,1612648787
Beringovskiy,63.05,179.3167,-8.95,89,38,10.83,RU,1612648787
Tuktoyaktuk,69.4541,-133.0374,-16.6,76,90,23.02,CA,1612648787
Lavrentiya,65.5833,-171.0,-7.69,79,0,3.67,RU,1612648788
Sulangan,11.1373,123.7228,80.31,81,13,13.6,PH,1612648190
Poum,-20.2333,164.0167,79.88,68,0,3.71,NC,1612648112
Rome,43.2128,-75.4557,28.4,43,1,14.97,US,1612648623
São João da Barra,-21.6403,-41.0511,71.6,94,75,13.8,BR,1612648788
Boa Vista,2.8197,-60.6733,87.8,48,40,9.22,BR,1612648788
Antsohihy,-14.8796,47.9875,74.95,92,98,2.19,MG,1612648788
Opuwo,-18.0607,13.84,76.14,40,96,6.04,NA,1612648789
Nago,26.5881,127.9761,66.2,88,40,2.3,JP,1612648789
Belawan,3.7755,98.6832,77.0,94,40,3.44,ID,1612648789
Saldanha,-33.0117,17.9442,66.2,82,19,9.22,ZA,1612648789
Ürümqi,43.801,87.6005,6.8,85,90,2.24,CN,1612648338
Vanavara,60.34,102.2797,6.35,94,100,8.48,RU,1612648789
Allada,6.6655,2.1514,84.2,84,20,13.8,BJ,1612648790
Maralal,1.0968,36.698,59.2,79,1,4.5,KE,1612648790
Rocha,-34.4833,-54.3333,70.68,75,0,10.47,UY,1612648356
Roald,62.5833,6.1333,28.4,59,75,9.22,NO,1612648790
Marawi,7.9986,124.2928,73.0,91,100,7.0,PH,1612648362
Saskylakh,71.9167,114.0833,-36.92,80,92,6.69,RU,1612648791
Souillac,-20.5167,57.5167,77.0,83,20,5.75,MU,1612648791
Baculin,7.4525,126.5842,76.55,86,100,8.16,PH,1612648791
Bacolod City,10.6667,122.95,76.84,83,88,11.01,PH,1612648572
La Ronge,55.1001,-105.2842,-20.2,57,77,8.05,CA,1612648791
Turaif,31.6725,38.6637,44.6,87,0,9.22,SA,1612648792
Bengkulu,-3.8004,102.2655,76.41,73,100,5.23,ID,1612648792
Otradnoye,59.7775,30.8181,10.0,78,75,11.18,RU,1612648792
Santa María del Oro,25.9333,-105.3667,78.12,13,0,8.5,MX,1612648792
Paamiut,61.994,-49.6678,23.31,79,0,8.23,GL,1612648793
Constitución,-35.3333,-72.4167,63.37,74,21,5.17,CL,1612648793
Grand Gaube,-20.0064,57.6608,77.0,87,3,5.01,MU,1612648793
Juwana,-6.715,111.1514,75.24,91,15,2.86,ID,1612648793
Talnakh,69.4865,88.3972,-29.06,73,0,2.51,RU,1612648793
Tasiilaq,65.6145,-37.6368,33.8,64,75,34.52,GL,1612648793
Amapá,1.0,-52.0,73.47,98,100,2.55,BR,1612648794
College,64.8569,-147.8028,-6.0,71,90,0.78,US,1612648794
Soledade,-28.8183,-52.5103,63.7,76,1,5.79,BR,1612648699
Tevaitoa,-16.7833,-151.5,81.93,67,12,11.23,PF,1612648794
Klaksvík,62.2266,-6.589,35.6,55,20,19.57,FO,1612648794
Ancud,-41.8697,-73.8203,77.0,44,0,8.05,CL,1612648795
Guerrero Negro,27.9769,-114.0611,72.54,37,0,9.6,MX,1612648795
Candolim,15.5181,73.7626,73.4,83,0,2.3,IN,1612648795
Borovskoy,53.8,64.15,14.04,92,100,25.34,KZ,1612648795
Vila,42.0304,-8.1588,41.0,84,42,3.67,PT,1612648795
Porangatu,-13.4408,-49.1486,71.92,97,100,7.2,BR,1612648795
Haimen,23.1935,116.6142,60.8,88,40,6.71,CN,1612648796
Andoain,43.2166,-2.0253,48.99,57,100,3.0,ES,1612648796
Ulaangom,49.9811,92.0667,-8.73,89,34,1.61,MN,1612648796
Puerto Carreño,6.189,-67.4859,93.25,38,95,11.56,CO,1612648796
Mazamari,-11.3258,-74.5308,84.29,50,52,2.08,PE,1612648796
Sesori,13.7167,-88.3667,95.0,41,20,5.75,SV,1612648797
Barra do Garças,-15.89,-52.2567,78.75,83,91,2.55,BR,1612648797
Poncitlán,20.3667,-102.9167,82.4,10,20,11.5,MX,1612648797
Lumeje,-11.55,20.7833,67.57,90,100,6.8,AO,1612648797
La Sarre,48.8002,-79.1996,8.33,93,100,10.25,CA,1612648797
Soyo,-6.1349,12.3689,80.13,85,97,8.32,AO,1612648797
Hervey Bay,-25.2986,152.8535,82.0,71,5,1.01,AU,1612648363
Karakol,42.4907,78.3936,29.32,83,99,0.81,KG,1612648798
Kruisfontein,-34.0033,24.7314,68.0,80,2,1.01,ZA,1612648798
Fomboni,-12.28,43.7425,84.43,67,100,6.76,KM,1612648798
San Quintín,30.4833,-115.95,65.12,58,0,10.89,MX,1612648798
Aranos,-24.1333,19.1167,78.55,47,16,12.5,NA,1612648798
Ust-Nera,64.5667,143.2,-25.19,75,66,5.28,RU,1612648799
Pekalongan,-6.8886,109.6753,77.36,85,49,6.49,ID,1612648799
Linxia Chengguanzhen,35.6003,103.2064,29.64,71,100,0.69,CN,1612648799
Richards Bay,-28.783,32.0377,73.38,87,96,7.25,ZA,1612648799
Coulommiers,48.8145,3.085,45.0,96,100,5.99,FR,1612648799
Shemonaīkha,50.6328,81.9056,28.45,94,17,15.14,KZ,1612648800
Hambantota,6.1241,81.1185,76.62,84,97,16.64,LK,1612648800
Mission,26.2159,-98.3253,75.99,60,20,8.05,US,1612648800
Acaraú,-2.8856,-40.12,79.99,78,31,13.6,BR,1612648656
Kidal,18.4411,1.4078,72.82,18,22,10.94,ML,1612648355
Porto-Novo,6.4965,2.6036,84.2,84,20,13.8,BJ,1612648801
Boralday,43.3578,76.8594,35.6,75,75,8.95,KZ,1612648801
Coyhaique,-45.5752,-72.0662,77.0,29,20,5.75,CL,1612648138
Ishigaki,24.3448,124.1572,64.4,82,20,2.3,JP,1612648802
Les Escoumins,48.1111,-69.0236,28.4,59,87,26.46,CA,1612648802
Kaitangata,-46.2817,169.8464,63.81,67,1,4.83,NZ,1612648803
Grants,35.1473,-107.8514,51.8,8,1,12.66,US,1612648804
Daru,-9.0763,143.2092,79.93,82,100,11.25,PG,1612648809
Hualmay,-11.0964,-77.6139,73.65,70,83,9.48,PE,1612648812
Kumul,42.8,93.45,30.81,78,9,6.76,CN,1612648815
Umluj,25.0213,37.2685,70.56,53,0,9.01,SA,1612648815
Mar del Plata,-38.0023,-57.5575,66.2,72,20,11.5,AR,1612648816
Golden,39.7555,-105.2211,46.0,24,40,10.36,US,1612648809
Panzhihua,26.5851,101.7128,46.0,60,0,1.34,CN,1612648817
Casian,11.035,119.7136,80.06,82,95,21.23,PH,1612648818
Touros,-5.1989,-35.4608,82.4,69,40,10.36,BR,1612648819
Abéché,13.8292,20.8324,65.79,23,14,14.45,TD,1612648820
Itarema,-2.9248,-39.9167,79.72,79,21,12.12,BR,1612648820
Bredasdorp,-34.5322,20.0403,68.0,77,75,4.61,ZA,1612648820
Kota Belud,6.351,116.4305,75.2,88,20,5.75,MY,1612648821
Hasaki,35.7333,140.8333,35.6,80,20,2.3,JP,1612648821
Nekhayevskiy,50.4106,41.7561,15.01,81,100,4.0,RU,1612648822
Ballitoville,-29.539,31.2144,78.01,83,75,6.91,ZA,1612648822
Torbay,47.6666,-52.7314,37.99,100,90,24.16,CA,1612648822
Leningradskiy,69.3833,178.4167,-12.08,75,0,6.58,RU,1612648823
Samarai,-10.6167,150.6667,83.32,75,94,5.79,PG,1612648823
Huzhou,30.8703,120.0933,48.99,82,0,0.83,CN,1612648823
Nanortalik,60.1432,-45.2371,22.15,82,14,7.92,GL,1612648824
Tiksi,71.6872,128.8694,-26.95,85,100,5.08,RU,1612648824
Belyy Yar,53.6039,91.3903,10.4,85,77,4.47,RU,1612648824
Odesa,46.4775,30.7326,24.8,86,90,8.95,UA,1612648645
Port-Cartier,50.0334,-66.8654,30.2,93,100,5.75,CA,1612648824
Sūsangerd,31.5608,48.1831,60.8,82,75,6.91,IR,1612648322
Doha,25.2867,51.5333,70.0,83,0,10.36,QA,1612648543
Xinzhou,38.4092,112.7333,30.38,81,0,1.99,CN,1612648825
Vao,-22.6667,167.4833,77.23,85,0,5.64,NC,1612648825
Rohnert Park,38.3396,-122.7011,70.0,42,1,2.37,US,1612648825
Leh,34.1667,77.5833,5.79,51,0,2.15,IN,1612648183
Poanas,25.7667,-103.6167,80.6,7,1,12.37,MX,1612648826
Ternate,0.8,127.4,78.87,82,100,4.34,ID,1612648346
Mahon,39.8885,4.2658,57.2,88,0,10.36,ES,1612648826
Sakakah,29.9697,40.2064,50.0,66,0,9.22,SA,1612648827
Simití,7.9579,-73.9436,94.59,42,92,5.21,CO,1612648827
Aksu,41.1231,80.2644,26.29,85,27,3.47,CN,1612648827
Portland,45.5234,-122.6762,46.4,87,90,20.71,US,1612648492
Bathsheba,13.2167,-59.5167,82.4,57,20,19.57,BB,1612648828
Chumikan,54.7183,135.315,-10.52,83,100,13.87,RU,1612648828
Roznov,46.8333,26.5167,28.0,34,100,2.21,RO,1612648828
Ailigandí,9.2333,-78.0167,80.38,81,100,11.32,PA,1612648829
Sistranda,63.7256,8.834,23.0,80,75,12.66,NO,1612648829
Hong Kong,22.2855,114.1577,64.99,65,0,5.03,HK,1612648625
Prymors'k,46.7348,36.3443,28.62,83,99,6.51,UA,1612648829
Cockburn Town,21.4612,-71.1419,80.6,65,20,16.11,TC,1612648044
Port Keats,-14.25,129.55,81.9,79,71,11.36,AU,1612648830
Havøysund,70.9963,24.6622,24.8,86,75,16.11,NO,1612648830
Cayenne,4.9333,-52.3333,77.0,100,90,13.71,GF,1612648830
Sibolga,1.7427,98.7792,75.18,81,72,4.23,ID,1612648830
Aloha,45.4943,-122.8671,46.4,87,90,10.36,US,1612648830
Sur,22.5667,59.5289,63.37,62,0,7.14,OM,1612648831
Arraial do Cabo,-22.9661,-42.0278,71.6,94,75,3.44,BR,1612648831
Várzea da Palma,-17.5981,-44.7308,71.15,93,100,6.85,BR,1612648831
Flinders,-34.5833,150.8552,70.0,86,1,1.01,AU,1612648831
Lata,40.1629,-8.3327,52.0,81,35,1.99,PT,1612648832
Erenhot,43.6475,111.9767,1.87,83,19,3.04,CN,1612648832
Lagoa,39.05,-27.9833,60.37,87,100,24.43,PT,1612648832
Yerbogachën,61.2767,108.0108,-9.35,90,98,4.88,RU,1612648833
Kurchum,48.5722,83.6542,15.55,94,5,2.71,KZ,1612648833
Merauke,-8.4667,140.3333,80.53,82,100,13.76,ID,1612648833
Owensboro,37.7742,-87.1133,43.0,52,20,5.75,US,1612648833
Fort Nelson,58.8053,-122.7002,-20.2,76,1,2.26,CA,1612648833
Piaçabuçu,-10.4056,-36.4344,79.99,77,99,16.44,BR,1612648834
Pokhara,28.2333,83.9833,47.68,51,0,4.56,NP,1612648834
San Juan,-31.5375,-68.5364,95.09,18,0,10.42,AR,1612648363
Bāsār,27.9833,94.6667,48.24,58,23,2.73,IN,1612648834
San Cristobal,7.7669,-72.225,87.8,55,40,9.22,VE,1612648834
Saint-Joseph,-21.3667,55.6167,79.0,78,0,5.75,RE,1612648156
Nālūt,30.3333,10.85,66.99,23,100,14.61,LY,1612648835
Yulara,-25.2406,130.9889,69.8,40,0,6.91,AU,1612648835
Huarmey,-10.0681,-78.1522,74.08,69,70,10.85,PE,1612648835
Fukuechō,32.6881,128.8419,55.56,74,0,14.85,JP,1612648836
Vigevano,45.3117,8.8611,48.0,43,100,1.01,IT,1612648836
Mount Gambier,-37.8333,140.7667,55.4,88,90,8.05,AU,1612648836
Dingle,10.9995,122.6711,74.5,91,92,7.78,PH,1612648836
Limbang,4.75,115.0,78.8,94,75,3.44,MY,1612648837
Kachīry,53.0675,76.1036,30.24,96,100,20.15,KZ,1612648837
Garoowe,8.4054,48.4845,67.68,88,9,11.97,SO,1612648837
Senador José Porfírio,-2.5908,-51.9542,85.21,57,25,4.0,BR,1612648837
Wuchi,29.3786,103.023,36.09,87,99,0.34,CN,1612648838
Ushtobe,45.2514,77.9838,38.55,75,100,15.68,KZ,1612648838
Margate,51.3813,1.3862,41.0,89,100,7.0,GB,1612648839
St. George's,12.0564,-61.7485,82.4,61,20,21.85,GD,1612648325
Necochea,-38.5473,-58.7368,69.01,60,0,17.07,AR,1612648839
Bariloche,-41.1456,-71.3082,91.99,14,0,17.27,AR,1612648612
Sitka,57.0531,-135.33,35.6,75,40,10.36,US,1612648839
Toribío,2.9548,-76.2684,86.0,51,40,11.5,CO,1612648839
Grindavik,63.8424,-22.4338,33.8,69,0,17.27,IS,1612648840
Sambava,-14.2667,50.1667,75.6,89,80,4.88,MG,1612648840
Estelle,29.8458,-90.1067,55.4,100,90,12.66,US,1612648841
Fergus Falls,46.283,-96.0776,-9.0,64,1,19.57,US,1612648841
Turan,16.0678,108.2208,68.0,94,75,3.36,VN,1612648841
Zhaoyuan,37.3592,120.3964,37.99,94,1,13.11,CN,1612648841
Pudozh,61.8099,36.5345,7.86,95,100,6.35,RU,1612648317
Pathein,16.7833,94.7333,70.99,88,2,8.08,MM,1612648841
Russell,32.3502,-85.1999,42.8,87,90,8.05,US,1612648842
Luncaviţa,45.2833,28.2667,32.0,100,75,6.91,RO,1612648842
Kannod,22.6667,76.7333,53.85,41,0,6.51,IN,1612648842
Belaya Gora,68.5333,146.4167,-32.96,83,37,2.24,RU,1612648345
Deputatsky,69.3,139.9,-35.01,85,2,1.07,RU,1612648353
Olafsvik,64.8945,-23.7142,34.38,82,71,14.81,IS,1612648843
Scarborough,54.2797,-0.4044,37.0,89,100,8.99,GB,1612648843
Nadym,65.5333,72.5167,-21.03,86,91,14.61,RU,1612648843
Port Hedland,-20.3167,118.5667,75.2,88,0,6.91,AU,1612648342
Bairiki Village,1.3292,172.9752,80.6,89,75,9.22,KI,1612648844
Westport,41.1415,-73.3579,42.8,49,1,14.97,US,1612648352
Aswān,24.0934,32.907,59.07,42,0,5.97,EG,1612648353
Sisimiut,66.9395,-53.6735,19.9,78,0,15.12,GL,1612648330
Kieta,-6.2167,155.6333,83.44,71,46,7.85,PG,1612648317
Manitouwadge,49.1215,-85.8403,5.0,71,75,8.05,CA,1612648845
Norman Wells,65.282,-126.8329,-31.0,68,75,4.61,CA,1612648845
Mahon,39.8885,4.2658,57.2,88,0,10.36,ES,1612648845
Bjørnevatn,69.6672,29.9847,24.8,86,75,20.71,NO,1612648845
Horki,54.2861,30.9842,-5.3,92,39,7.94,BY,1612648845
Bilibino,68.0546,166.4372,-9.0,80,0,2.53,RU,1612648846
Vardø,70.3705,31.1107,27.27,95,100,27.98,NO,1612648846
Padang,-0.9492,100.3543,73.4,88,20,2.3,ID,1612648846
Lakatoro,-16.0999,167.4164,83.35,62,20,4.94,VU,1612648846
Maniitsoq,65.4167,-52.9,27.27,79,0,20.92,GL,1612648847
Lompoc,34.6391,-120.4579,71.6,28,1,8.16,US,1612648847
Līsakovsk,52.5369,62.4936,9.05,90,87,26.71,KZ,1612648847
Sioux Lookout,50.1001,-91.917,-11.2,64,90,14.97,CA,1612648346
Mabaruma,8.2,-59.7833,73.45,95,100,5.97,GY,1612648847
Seoul,37.5683,126.9778,37.4,100,90,5.75,KR,1612648670
Mount Isa,-20.7333,139.5,75.2,100,90,6.91,AU,1612648848
Beloha,-25.1667,45.05,75.31,92,6,5.17,MG,1612648334
Cap-Haïtien,19.7578,-72.2042,80.04,78,0,9.26,HT,1612648848
Lumphat,13.4878,106.9816,69.39,75,84,7.23,KH,1612648848
Vanimo,-2.6741,141.3028,76.78,88,100,4.45,PG,1612648026
Ust'-Ilimsk,58.0006,102.6619,10.9,95,100,6.55,RU,1612648849
Alibag,18.6411,72.8792,78.8,31,3,9.22,IN,1612648849
Damāvand,35.7178,52.065,48.2,76,90,4.61,IR,1612648849
Dukat,62.55,155.55,-7.82,89,100,3.31,RU,1612648849
Port Macquarie,-31.4333,152.9167,72.0,94,40,4.61,AU,1612648849
Tooele,40.5308,-112.2983,51.8,28,1,9.22,US,1612648850
Coos Bay,43.3665,-124.2179,53.01,71,90,4.61,US,1612648850
Porbandar,21.6422,69.6093,66.18,30,0,12.59,IN,1612648850
Kiryat Gat,31.61,34.7642,57.99,100,1,2.17,IL,1612648643
Rundu,-17.9333,19.7667,70.74,86,100,4.21,NA,1612648850
Pegnitz,49.7564,11.545,37.0,93,90,8.05,DE,1612648851
Mindelo,16.8901,-24.9804,69.8,56,75,20.71,CV,1612648851
Sayyan,15.1718,44.3244,46.94,69,1,1.19,YE,1612648851
